Instituição financeira;tx a.m.;tx a.a.;data_i;data_f;segmento;modalidade;tipo_encargo;nome_do_arquivo
BCO BRADESCO S.A.;1,90%;25,35%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO GUANABARA S.A.;1,90%;25,40%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO BANESTES S.A.;1,98%;26,56%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO RENDIMENTO S.A.;2,01%;26,99%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BANCO ORIGINAL;2,13%;28,77%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO MAXINVEST S.A.;2,14%;28,93%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO LUSO BRASILEIRO S.A.;2,30%;31,32%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO DA AMAZONIA S.A.;2,32%;31,63%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO TRIANGULO S.A.;2,89%;40,76%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO MERCANTIL DO BRASIL S.A.;2,95%;41,81%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
SANTANA S.A. - CFI;2,98%;42,28%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO A.J. RENNER S.A.;3,11%;44,46%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BRB - BCO DE BRASILIA S.A.;3,25%;46,76%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO CREFISA S.A.;3,84%;57,26%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BCO CAPITAL S.A.;4,34%;66,58%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
FINAMAX S.A. CFI;4,74%;74,25%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
VIA CERTA FINANCIADORA S.A. - CFI;5,77%;96,10%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
BANCO DIGIO;10,39%;227,48%;18/05/2020;22/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-18-05-2020.csv
ICBC DO BRASIL BM S.A.;0,27%;3,24%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO J.P. MORGAN S.A.;0,33%;4,00%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO SUMITOMO MITSUI BRASIL S.A.;0,37%;4,55%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO CITIBANK S.A.;0,55%;6,76%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO VOTORANTIM S.A.;0,57%;7,05%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO DE LAGE LANDEN BRASIL S.A.;0,57%;7,05%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO MERCEDES-BENZ S.A.;0,59%;7,34%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BANCO FIDIS;0,67%;8,32%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO SANTANDER (BRASIL) S.A.;0,69%;8,61%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO SOCIETE GENERALE BRASIL;0,69%;8,63%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BANCO BTG PACTUAL S.A.;0,70%;8,78%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO SAFRA S.A.;0,78%;9,81%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO FIBRA S.A.;0,97%;12,33%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO INDUSTRIAL DO BRASIL S.A.;0,98%;12,35%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO ABC BRASIL S.A.;1,07%;13,67%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
ITAÚ UNIBANCO S.A.;1,10%;14,07%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO DO ESTADO DO RS S.A.;1,12%;14,35%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO DAYCOVAL S.A;1,20%;15,41%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
HS FINANCEIRA;1,30%;16,70%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO DO BRASIL S.A.;1,30%;16,80%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
CAIXA ECONOMICA FEDERAL;1,53%;19,93%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO DO NORDESTE DO BRASIL S.A.;1,54%;20,15%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO SOFISA S.A.;1,55%;20,26%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BANCO RANDON S.A.;1,64%;21,54%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO BNP PARIBAS BRASIL S A;1,64%;21,60%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
OMNI BANCO S.A.;1,72%;22,65%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BANCO MONEO S.A.;1,73%;22,85%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
SANTINVEST S.A. - CFI;1,76%;23,26%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
KREDILIG S.A. - CFI;1,78%;23,56%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO RIBEIRAO PRETO S.A.;1,82%;24,18%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO BANESTES S.A.;1,92%;25,69%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
SANTANA S.A. - CFI;1,95%;26,11%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO RENDIMENTO S.A.;2,02%;27,17%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BANCO ORIGINAL;2,11%;28,43%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO BRADESCO S.A.;2,12%;28,59%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO MAXINVEST S.A.;2,17%;29,33%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
GAZINCRED S.A. SCFI;2,23%;30,32%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO DA AMAZONIA S.A.;2,32%;31,63%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO LUSO BRASILEIRO S.A.;2,51%;34,69%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO TRIANGULO S.A.;2,84%;39,94%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO MERCANTIL DO BRASIL S.A.;2,84%;39,98%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO A.J. RENNER S.A.;3,11%;44,46%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BRB - BCO DE BRASILIA S.A.;3,31%;47,87%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BIORC FINANCEIRA - CFI S.A.;3,61%;53,04%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BCO CREFISA S.A.;3,84%;57,26%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
FINAMAX S.A. CFI;4,78%;75,20%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
VIA CERTA FINANCIADORA S.A. - CFI;4,93%;78,13%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
BANCO DIGIO;9,11%;184,57%;19/05/2020;25/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-19-05-2020.csv
ICBC DO BRASIL BM S.A.;0,27%;3,24%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO J.P. MORGAN S.A.;0,33%;4,00%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO SUMITOMO MITSUI BRASIL S.A.;0,37%;4,55%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO CITIBANK S.A.;0,50%;6,20%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO VOTORANTIM S.A.;0,56%;6,94%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO MERCEDES-BENZ S.A.;0,56%;6,95%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO DE LAGE LANDEN BRASIL S.A.;0,57%;7,05%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO SANTANDER (BRASIL) S.A.;0,66%;8,23%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BANCO FIDIS;0,67%;8,32%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO SOCIETE GENERALE BRASIL;0,69%;8,63%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BANCO BTG PACTUAL S.A.;0,74%;9,23%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO SAFRA S.A.;0,78%;9,72%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO FIBRA S.A.;0,97%;12,27%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO ABC BRASIL S.A.;1,09%;13,86%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
ITAÚ UNIBANCO S.A.;1,09%;13,92%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO INDUSTRIAL DO BRASIL S.A.;1,11%;14,15%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO DO ESTADO DO RS S.A.;1,13%;14,37%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO BNP PARIBAS BRASIL S A;1,21%;15,51%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO DAYCOVAL S.A;1,21%;15,58%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO DO BRASIL S.A.;1,31%;16,92%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
HS FINANCEIRA;1,33%;17,14%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
CAIXA ECONOMICA FEDERAL;1,50%;19,62%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO DO NORDESTE DO BRASIL S.A.;1,54%;20,19%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO SOFISA S.A.;1,57%;20,55%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BANCO RANDON S.A.;1,59%;20,83%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
OMNI BANCO S.A.;1,70%;22,37%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BANCO MONEO S.A.;1,71%;22,53%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
KREDILIG S.A. - CFI;1,78%;23,56%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO RIBEIRAO PRETO S.A.;1,82%;24,18%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO BANESTES S.A.;1,93%;25,83%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO BRADESCO S.A.;1,93%;25,85%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
GAZINCRED S.A. SCFI;1,96%;26,26%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
SANTANA S.A. - CFI;2,01%;26,97%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO RENDIMENTO S.A.;2,04%;27,38%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
SANTINVEST S.A. - CFI;2,08%;27,99%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BANCO ORIGINAL;2,14%;28,92%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO DA AMAZONIA S.A.;2,33%;31,90%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO MAXINVEST S.A.;2,37%;32,37%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO MERCANTIL DO BRASIL S.A.;2,66%;37,00%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO TRIANGULO S.A.;2,96%;41,87%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BIORC FINANCEIRA - CFI S.A.;3,70%;54,62%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BRB - BCO DE BRASILIA S.A.;3,78%;56,09%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BCO CREFISA S.A.;4,78%;75,07%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
FINAMAX S.A. CFI;4,81%;75,72%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
VIA CERTA FINANCIADORA S.A. - CFI;5,24%;84,62%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
BANCO DIGIO;9,40%;193,80%;20/05/2020;26/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-20-05-2020.csv
ICBC DO BRASIL BM S.A.;0,27%;3,24%;21/05/2020;27/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-21-05-2020.csv
BCO J.P. MORGAN S.A.;0,32%;3,96%;21/05/2020;27/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-21-05-2020.csv
BCO SUMITOMO MITSUI BRASIL S.A.;0,37%;4,55%;21/05/2020;27/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-21-05-2020.csv
BCO CITIBANK S.A.;0,50%;6,22%;21/05/2020;27/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-21-05-2020.csv
BCO MERCEDES-BENZ S.A.;0,55%;6,80%;21/05/2020;27/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-21-05-2020.csv
BCO DE LAGE LANDEN BRASIL S.A.;0,57%;7,05%;21/05/2020;27/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-21-05-2020.csv
BCO VOTORANTIM S.A.;0,58%;7,18%;21/05/2020;27/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-21-05-2020.csv
BCO SANTANDER (BRASIL) S.A.;0,64%;7,90%;21/05/2020;27/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-21-05-2020.csv
BANCO FIDIS;0,67%;8,32%;21/05/2020;27/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-21-05-2020.csv
BANCO BTG PACTUAL S.A.;0,75%;9,33%;21/05/2020;27/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-21-05-2020.csv
BCO SOCIETE GENERALE BRASIL;0,79%;9,88%;21/05/2020;27/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-21-05-2020.csv
BCO SAFRA S.A.;0,90%;11,39%;21/05/2020;27/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-21-05-2020.csv
BCO FIBRA S.A.;0,93%;11,76%;21/05/2020;27/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-21-05-2020.csv
BCO DO BRASIL S.A.;1,07%;13,64%;21/05/2020;27/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-21-05-2020.csv
ITAÚ UNIBANCO S.A.;1,08%;13,76%;21/05/2020;27/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-21-05-2020.csv
BCO ABC BRASIL S.A.;1,09%;13,84%;21/05/2020;27/05/2020;Pessoa jurídica;Desconto de duplicatas;Pré-fixado;Pessoa jurídica-Desconto de duplicatas-Pré-fixado-21-05-2020.csv
